"library"	"collection"	"category"	"year"	"title"	"author"	"journal"	"book_title"	"editor"	"abstract"	"volume"	"issue"	"pages"	"publisher"	"place"	"institution"	"doi"	"url"	"note"
"DAFNEE"	"CESAB"	"journalArticle"	"2020"	"Global distribution and conservation status of ecologically rare mammal and bird species"	"Loiseau, Nicolas ; Mouquet, Nicolas ; Casajus, Nicolas ; Grenié, Matthias ; Guéguen, Maya ; Maitner, Brian ; Mouillot, David ; Ostling, Annette ; Renaud, Julien ; Tucker, Caroline ; Velez, Laure ; Thuiller, Wilfried ; Violle, Cyrille"	"Nature Communications"	NA	NA	"Identifying species that are both geographically restricted and functionally distinct, i.e. supporting rare traits and functions, is of prime importance given their risk of extinction and their potential contribution to ecosystem functioning. We use global species distributions and functional traits for birds and mammals to identify the ecologically rare species, understand their characteristics, and identify hotspots. We find that ecologically rare species are disproportionately represented in IUCN threatened categories, insufficiently covered by protected areas, and for some of them sensitive to current and future threats. While they are more abundant overall in countries with a low human development index, some countries with high human development index are also hotspots of ecological rarity, suggesting transboundary responsibility for their conservation. Altogether, these results state that more conservation emphasis should be given to ecological rarity given future environmental conditions and the need to sustain multiple ecosystem processes in the long-term."	"11"	NA	"5071"	NA	NA	NA	"10.1038/s41467-020-18779-w"	"http://dx.doi.org/10.1038/s41467-020-18779-w"	"pubid: 5p9vMBpPSXYC"
"DAFNEE"	"CESAB"	"journalArticle"	"2020"	"Weeds: Against the rules?"	"Mahaut, Lucie ; Cheptou, Pierre-Olivier ; Fried, Guillaume ; Munoz, François ; Storkey, Jonathan ; Vasseur, François ; Violle, Cyrille ; Bretagnolle, Vincent"	"Trends in Plant Science"	NA	NA	"Establishing laws of plant and ecosystems functioning has been an overarching objective of functional and evolutionary ecology. However, most theories neglect the role of human activities in creating novel ecosystems characterized by species assemblages and environmental factors that are not observed in natural systems. We argue that agricultural weeds, as an emblematic case of such an ?ecological novelty?, constitute an original and underutilized model for challenging current concepts in ecology and evolution. We highlight key aspects of weed ecology and evolutionary biology that can help to test and recast ecological and evolutionary laws in a changing world. We invite ecologists to seize upon weeds as a model system to improve our understanding of the short-term and long-term dynamics of ecological systems in the Anthropocene. AB - Establishing laws of plant and ecosystems functioning has been an overarching objective of functional and evolutionary ecology. However, most theories neglect the role of human activities in creating novel ecosystems characterized by species assemblages and environmental factors that are not observed in natural systems. We argue that agricultural weeds, as an emblematic case of such an ?ecological novelty?, constitute an original and underutilized model for challenging current concepts in ecology and evolution. We highlight key aspects of weed ecology and evolutionary biology that can help to test and recast ecological and evolutionary laws in a changing world. We invite ecologists to seize upon weeds as a model system to improve our understanding of the short-term and long-term dynamics of ecological systems in the Anthropocene."	"25"	"11"	"1107–1116"	NA	NA	NA	"10.1016/j.tplants.2020.05.013"	NA	"pubid: 5bfplxN71z4C"
"DAFNEE"	"CESAB"	"journalArticle"	"2020"	"Multiple facets of diversity effects on plant productivity: Species richness, functional diversity, species identity and intraspecific competition"	"Mahaut, Lucie ; Fort, Florian ; Violle, Cyrille ; Freschet, Grégoire T."	"Functional Ecology"	NA	NA	"Deciphering the mechanisms that drive variation in biomass production across plant communities of contrasting species composition and diversity is a main challenge of biodiversity–ecosystem functioning research. Niche complementarity and selection effect have been widely investigated to address biodiversity–productivity relationships. However, the overlooking of the specific role played by key species has limited so far our capacity to comprehensively assess the relative importance of other potential drivers of biodiversity effects. Here, we conducted a grassland diversity–productivity experiment to test how four potential facets of biodiversity effects, namely species richness, functional diversity, species identity and the relaxation of intraspecific competition, account for variations in above and root biomass production. We grew six plant species in monoculture, as well as in every combination of two, three and six species. Plant density was kept constant across the richness gradient but we additionally grew each species in half-density monoculture to estimate the strength of intraspecific competition for each studied species. We characterized eight functional traits, including root traits, related to nutrient and light acquisition and computed both the functional dissimilarity and the community-weighted mean (CWM) of each trait. We further partitioned above-ground biodiversity effect into complementarity and selection effects. We observed strong positive biodiversity effects on both above-ground and root biomass as well as strong positive complementarity effect. These arose largely from the presence of a particular species (Plantago lanceolata) and from CWM trait values more than from a higher functional dissimilarity in plant mixtures. P. lanceolata displayed the highest intraspecific competition, which was strongly relaxed in species mixtures. By contrast, the presence of Sanguisorba minor negatively affected the productivity of plant mixtures, this species suffering more from interspecific than intraspecific competition. This study provides strong evidences that the search for key species is critical to understand the role of species diversity on ecosystem functioning and demonstrates the major role that the balance between intraspecific and interspecific competition plays in biodiversity–ecosystem functioning relationships. Developing more integrative approaches in community and ecosystem ecology can offer opportunities to better understand the role that species diversity plays on ecosystem functioning. A free Plain Language Summary can be found within the Supporting Information of this article."	"34"	"1"	"287–298"	NA	NA	NA	"10.1111/1365-2435.13473"	NA	"pubid: t9Ks5LMjN0QC"
"DAFNEE"	"CESAB"	"journalArticle"	"2020"	"Species niches, not traits, determine abundance and occupancy patterns: A multi-site synthesis"	"Marino, Nicholas A. C. ; Céréghino, Régis ; Gilbert, Benjamin ; Petermann, Jana ; Srivastava, Diane S. ; de Omena, Paula M. ; Ospina Bautista, Fabiola ; Farjalla, Vinicius F. ; Guzman, Laura M. ; Romero, Gustavo Q. ; Trzcinski, M. Kurtis ; Barberis, Ignacio M. ; Corbara, Bruno ; Debastiani, Vanderlei J. ; Dézerald, Olivier ; Kratina, K. ; Leroy, Céline ; MacDonald, A. Andrew M. ; Montero, Guillermo ; Pillar, Valério D. ; Richardson, Barbara A. ; Richardson, Michael J. ; Talaga, Stanislas ; Gonçalves, Ana Z. ; Piccoli, Gustavo C. O. ; Jocqué, Merlijn"	"Global Ecology and Biogeography"	NA	NA	NA	"29"	"2"	"295–308"	NA	NA	NA	"10.1111/geb.13029"	NA	"pubid: 8JTMrWI6FdcC"
"DAFNEE"	"CESAB"	"journalArticle"	"2020"	"Ecological specialization and rarity of arable weeds: Insights from a comprehensible survey in France"	"Munoz, François ; Fried, Guillaume ; Armengot, Laura ; Bourgeois, Bérenger ; Bretagnolle, Vincent ; Chadoeuf, Joel ; Mahaut, Lucie ; Plumejeaud, Christine ; Storkey, Jonathan ; Violle, Cyrille ; Gaba, Sabrina"	"Plants"	NA	NA	"The definition of “arable weeds” remains contentious. Although much attention has been devoted to specialized, segetal weeds, many taxa found in arable fields also commonly occur in other habitats. The extent to which adjacent habitats are favorable to the weed flora and act as potential sources of colonizers in arable fields remains unclear. In addition, weeds form assemblages with large spatiotemporal variability, so that many taxa in weed flora are rarely observed in plot-based surveys. We thus addressed the following questions: How often do weeds occur in other habitats than arable fields? How does including field edges extend the taxonomic and ecological diversity of weeds? How does the weed flora vary across surveys at different spatial and temporal scales? We built a comprehensive dataset of weed taxa in France by compiling weed flora, lists of specialized segetal weeds, and plot-based surveys in agricultural fields, with different spatial and temporal coverages. We informed life forms, biogeographical origins and conservation status of these weeds. We also defined a broader dataset of plants occupying open habitats in France and assessed habitat specialization of weeds and of other plant species absent from arable fields. Our results show that many arable weeds are frequently recorded in both arable fields and non-cultivated open habitats and are, on average, more generalist than species absent from arable fields. Surveys encompassing field edges included species also occurring in mesic grasslands and nitrophilous fringes, suggesting spill-over from surrounding habitats. A total of 71.5% of the French weed flora was not captured in plot-based surveys at regional and national scales, and many rare and declining taxa were of Mediterranean origin. This result underlines the importance of implementing conservation measures for specialist plant species that are particularly reliant on arable fields as a habitat, while also pointing out biotic homogenization of agricultural landscapes as a factor in the declining plant diversity of farmed landscapes. Our dataset provides a reference species pool for France, with associated ecological and biogeographical information."	"9"	"7"	"824"	NA	NA	NA	"10.3390/plants9070824"	"https://www.mdpi.com/2223-7747/9/7/824"	"pubid: jtOrAYjvdewC"
"DAFNEE"	"CESAB"	"journalArticle"	"2020"	"Delineating reef fish trophic guilds with global gut content data synthesis and phylogeny"	"Parravicini, Valeriano ; Casey, Jordan M. ; Schiettekatte, Nina M. D. ; Brandl, Simon J. ; Pozas-Schacre, Chloe ; Carlot, Jérémy ; Edgar, Graham J. ; Graham, Nicholas A. J. ; Harmelin-Vivien, Mireille ; Kulbicki, Michel ; Strona, Giovanni ; Stuart-Smith, Rick D."	"PLoS Biology"	NA	NA	"Understanding species' roles in food webs requires an accurate assessment of their trophic niche. However, it is challenging to delineate potential trophic interactions across an ecosys- tem, and a paucity of empirical information often leads to inconsistent definitions of trophic guilds based on expert opinion, especially when applied to hyperdiverse ecosystems. Using coral reef fishes as a model group, we show that experts disagree on the assignment of broad trophic guilds for more than 20% of species, which hampers comparability across studies. Here, we propose a quantitative, unbiased, and reproducible approach to define tro- phic guilds and apply recent advances in machine learning to predict probabilities of pair- wise trophic interactions with high accuracy. We synthesize data from community-wide gut content analyses of tropical coral reef fishes worldwide, resulting in diet information from 13,961 individuals belonging to 615 reef fish. We then use network analysis to identify 8 tro- phic guilds and Bayesian phylogenetic modeling to show that trophic guilds can be predicted based on phylogeny and maximum body size. Finally, we use machine learning to test whether pairwise trophic interactions can be predicted with accuracy. Our models achieved a misclassification error of less than 5%, indicating that our approach results in a quantitative and reproducible trophic categorization scheme, as well as high-resolution probabilities of trophic interactions. By applying our framework to the most diverse vertebrate consumer group, we show that it can be applied to other organismal groups to advance reproducibility in trait-based ecology. Our work thus provides a viable approach to account for the complex- ity of predator–prey interactions in highly diverse ecosystems."	"18"	"12"	"e3000702"	NA	NA	NA	"10.1371/journal.pbio.3000702"	NA	"pubid: w9ZB08sdvuUC"
"DAFNEE"	"CESAB"	"journalArticle"	"2020"	"Effects of Natura 2000 on nontarget bird and butterfly species based on citizen science data"	"Pellissier, Vincent ; Schmucki, Reto ; Pe'er, Guy ; Aunins, A. ; Brereton, Tom M. ; Brotons, L. ; Carnicer, Jofre ; Chodkiewicz, T. ; Chylarecki, P. ; del Moral, J. C. ; Escandell, V. ; Evans, D. ; Foppen, R. ; Harpke, Alexander ; Heliölä, Janne ; Herrando, S. ; Kuussaari, Mikko ; Kühn, Elisabeth ; Lehikoinen, A. ; Lindström, A. ; Moshoj, C. M. ; Musche, Martin ; Noble, D. ; Oliver, Tom H. ; Reif, J. ; Richard, D. ; Roy, David B. ; Schweiger, Oliver ; Settele, Josef ; Stefanescu, Constantí ; Teufelbauer, N. ; Touroult, J. ; Trautmann, S. ; van Strien, Arco J. ; Swaay, C. A. M. ; Turnhout, C. ; Vermouzek, Z. ; Vorísek, P. ; Jiguet, Fréféric ; Julliard, Romain"	"Conservation Biology"	NA	NA	NA	"34"	"3"	"666–676"	NA	NA	NA	"10.1111/cobi.13434"	NA	"pubid: vkuYBMKU6wEC"
"DAFNEE"	"CESAB"	"journalArticle"	"2020"	"The retrospective analysis of Antarctic tracking data project"	"Ropert-Coudert, Yan ; Van de Putte, Anton P. ; Reisinger, Ryan R. ; Bornemann, Horst ; Charrassin, Jean-Benoît ; Costa, Daniel P. ; Danis, Bruno ; Hückstädt, Luis A. ; Jonsen, Ian D. ; Lea, Mary-Anne ; Thompson, David ; Torres, Leigh G. ; Trathan, Philip N. ; Wotherspoon, Simon ; Ainley, David G. ; Alderman, Rachael ; Andrews-Goff, Virginia ; Arthur, Ben ; Ballard, Grant ; Bengtson, John ; Bester, Marthán N. ; Blix, Arnoldus Schytte ; Boehme, Lars ; Bost, Charles-André ; Boveng, Peter ; Cleeland, Jaimie ; Constantine, Rochelle ; Crawford, Robert J. M. ; Dalla Rosa, Luciano ; de Bruyn, P. J. Nico ; Delord, Karine ; Descamps, Sébastien ; Double, Mike ; Emmerson, Louise ; Fedak, Mike ; Friedlaender, Ari ; Gales, Nick ; Goebel, Michael E. ; Goetz, Kimberly T. ; Guinet, Christophe ; Goldsworthy, Simon D. ; Harcourt, Rob ; Hinke, Jefferson T. ; Jerosch, Kerstin ; Kato, Akiko ; Kerry, Knowles R. ; Kirkwood, Roger ; Kooyman, Gerald L. ; Kovacs, Kit M. ; Lawton, Kieran ; Lowther, Andrew D. ; Lydersen, Christian ; Lyver, Phil O'B. ; Makhado, Azwianewi B. ; Márquez, Maria E. I. ; McDonald, Birgitte I. ; McMahon, Clive R. ; Muelbert, Monica ; Nachtsheim, Dominik ; Nicholls, Keith W. ; Nordoy, Erling S. ; Olmastroni, Silvia ; Phillips, Richard A. ; Pistorius, Pierre A. ; Plötz, Joachim ; Pütz, Klemens ; Ratcliffe, Norman ; Ryan, Peter G. ; Santos, Mercedes ; Southwell, Colin ; Staniland, Iain J. ; Takahashi, Akinori ; Tarroux, Arnaud ; Trivelpiece, Wayne ; Wakefield, Ewan ; Weimerskirch, Henri ; Wienecke, Barbara ; Xavier, José C. ; Raymond, Ben ; Hindell, Mark A."	"Scientific Data"	NA	NA	NA	"7"	NA	"94"	NA	NA	NA	"10.1038/s41597-020-0406-x"	NA	"pubid: WgvcDLhf7hwC"
"DAFNEE"	"CESAB"	"report"	"2020"	"Critical research infrastructure: The importance of synthesis centers. Elephant in the Lab"	"Specht, Alison ; Corrêa, Pedro ; Belbin, Lee ; Loescher, Henry W."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"pubid: -BKJ5vZJwzMC"
"DAFNEE"	"CESAB"	"journalArticle"	"2020"	"Storm impacts on phytoplankton community dynamics in lakes"	"Stockwell, Jason D. ; Doubek, Jonathan P. ; Adrian, Rita ; Anneville, Orlane ; Carey, Cayelan C. ; Carvalho, Laurence ; De Senerpont Domis, Lisette N. ; Dur, Gaël ; Frassl, Marieke A. ; Grossart, Hans‐Peter ; Ibelings, Bas W. ; Lajeunesse, Marc J. ; Lewandowska, Aleksandra M. ; Llames, María E. ; Matsuzaki, Shin‐Ichiro S. ; Nodine, Emily R. ; Noges, Peeter ; Patil, Vijay P. ; Pomati, Francesco ; Rinke, Karsten ; Rudstam, Lars G. ; Rusak, James A. ; Salmaso, Nico ; Seltmann, Christian T. ; Straile, Dietmar ; Thackeray, Stephen J. ; Thiery, Wim ; Urrutia‐Cordero, Pablo ; Venail, Patrick ; Verburg, Piet ; Woolway, R. Iestyn ; Zohary, Tamar ; Andersen, Mikkel R. ; Bhattacharya, Ruchi ; Hejzlar, Josef ; Janatian, Nasime ; Kpodonu, Alfred T. N. K. ; Williamson, Tanner J. ; Wilson, Harriet L."	"Global Change Biology"	NA	NA	NA	"26"	"5"	"2756–2784"	NA	NA	NA	"10.1111/gcb.15033"	NA	"pubid: LlXTzFrCmAC"
"DAFNEE"	"CESAB"	"journalArticle"	"2020"	"Productivity begets less phylogenetic diversity but higher uniqueness than expected"	"Thuiller, Wilfried ; Gravel, Dominique ; Ficetola, Gentile Francesco ; Lavergne, Sébastien ; Münkemüller, Tamara ; Pollock, Laura J. ; Zimmermann, Niklaus E ; Mazel, Florent"	"Journal of Biogeography"	NA	NA	NA	"47"	"1"	"44–58"	NA	NA	NA	"10.1111/jbi.13630"	"https://onlinelibrary.wiley.com/doi/abs/10.1111/jbi.13630"	"pubid: JdL-Xu2nR38C"
"DAFNEE"	"CESAB"	"journalArticle"	"2020"	"A closer examination of the 'abundant center' hypothesis for reef fishes"	"Yancovitch Shalom, Hagar ; Granot, Itai ; Blowes, Shane A. ; Friedlander, Alan M. ; Mellin, Camille ; Leite Ferreira, Carlos Eduardo ; Arias-González, Jesus Ernesto ; Kulbicki, Michel ; Floeter, Sergio R. ; Chabanet, Pascale ; Parravicini, Valeriano ; Belmaker, Jonathan"	"Journal of Biogeography"	NA	NA	NA	"47"	NA	"2194–2209"	NA	NA	NA	"10.1111/jbi.13920"	NA	"pubid: nj26e0utjpAC"
"DAFNEE"	"CESAB"	"journalArticle"	"2021"	"Advancing social equity in and through marine conservation"	"Bennett, Nathan J. ; Katz, Laure ; Yadao-Evans, Whitney ; Ahmadia, Gabby N. ; Atkinson, Scott ; Ban, Natalie C. ; Dawson, Neil M. ; de Vos, Asha ; Fitzpatrick, Juno ; Gill, David ; Imirizaldu, Mael ; Lewis, Naia ; Mangubhai, Sangeeta ; Meth, Leah ; Muhl, Ella-Kari ; Obura, David ; Spalding, Ana K. ; Villagomez, Angelo ; Wagner, Daniel ; White, Alan ; Wilhelm, Aulani"	"Frontiers in Marine Science"	NA	NA	"Substantial efforts and investments are being made to increase the scale and improve the effectiveness of marine conservation globally. Though it is mandated by international law and central to conservation policy, less attention has been given to how to operationalize social equity in and through the pursuit of marine conservation. In this article, we aim to bring greater attention to this topic through reviewing how social equity can be better integrated in marine conservation policy and practice. Advancing social equity in marine conservation requires directing attention to: recognition through acknowledgment and respect for diverse peoples and perspectives; fair distribution of impacts through maximizing benefits and minimizing burdens; procedures through fostering participation in decision-making and good governance; management through championing and supporting local involvement and leadership; the environment through ensuring the efficacy of conservation actions and adequacy of management to ensure benefits to nature and people; and the structural barriers to and institutional roots of inequity in conservation. We then discuss the role of various conservation organizations in advancing social equity in marine conservation and identify the capacities these organizations need to build. We urge the marine conservation community, including governments, non-governmental organizations and donors, to commit to the pursuit of socially equitable conservation."	"8"	"July"	"711538"	NA	NA	NA	"10.3389/fmars.2021.711538"	NA	"pubid: djft3U1LymYC"
"DAFNEE"	"CESAB"	"journalArticle"	"2021"	"In situ resistance, not immigration, supports invertebrate community resilience to drought intensification in a neotropical ecosystem"	"Bonhomme, Camille ; Céréghino, Régis ; Carrias, Jean-François ; Compin, Arthur ; Corbara, Bruno ; Jassey, Vincent ; Leflaive, Joséphine ; Farjalla, Vinicius F. ; Marino, Nicholas A. C. ; Rota, Thibaut ; Srivastava, Diane S. ; Leroy, Céline"	"Journal of Animal Ecology"	NA	NA	NA	"90"	"9"	"2015–2026"	NA	NA	NA	"10.1111/1365-2656.13392"	NA	"pubid: J-ba04ztB30C"
"DAFNEE"	"CESAB"	"journalArticle"	"2021"	"What evidence exists on how changes in marine ecosystem structure and functioning affect ecosystem services delivery? A systematic map protocol"	"Campagne, C. Sylvie ; Langridge, Joseph ; Claudet, Joachim ; Mongruel, Rémi ; Thiébaut, Eric"	"Environmental Evidence"	NA	NA	NA	"10"	NA	"36"	NA	NA	NA	"10.1186/s13750-021-00251-x"	"10.1186/s13750-021-00251-x"	"pubid: Weau3kkTRIMC"
"DAFNEE"	"CESAB"	"journalArticle"	"2021"	"Juvenile corals underpin coral reef carbonate production after disturbance"	"Carlot, Jérémy ; Kayal, Mohsen ; Lenihan, Hunter S. ; Brandl, Simon J. ; Casey, Jordan M. ; Adjeroud, Mehdi ; Cardini, Ulisse ; Merciere, Alexandre ; Espiau, Benoit ; Barneche, Diego R. ; Rovere, Alessio ; Hédouin, Laetitia ; Parravicini, Valeriano"	"Global Change Biology"	NA	NA	"Sea-level rise is predicted to cause major damage to tropical coastlines. While coral reefs can act as natural barriers for ocean waves, their protection hinges on the ability of scleractinian corals to produce enough calcium carbonate (CaCO3) to keep up with rising sea levels. As a consequence of intensifying disturbances, coral communities are changing rapidly, potentially reducing community-level CaCO3 production. By combining colony-level physiology and long-term monitoring data, we show that reefs recovering from major disturbances can produce 40% more CaCO3 than currently estimated due to the disproportionate contribution of juvenile corals. However, the buffering effect of highly productive juvenile corals is compromised by recruitment failures, which have been more frequently observed after large-scale, repeated bleaching events. While the size structure of corals can bolster a critical ecological function on reefs, climate change impacts on recruitment may undermine this buffering effect, thus further compromising the persistence of reefs and their provision of important ecosystem services."	"27"	"11"	"2623–2632"	NA	NA	NA	"10.1111/gcb.15610"	NA	"pubid: xm1hsP5ya-EC"
"DAFNEE"	"CESAB"	"journalArticle"	"2021"	"Spatial patterns of genus-level phylogenetic endemism in the tree flora of Mediterranean Europe"	"Cheikh Albassatneh, Marwan ; Escudero, Marcial ; Monnet, Anne-Christine ; Arroyo, Juan ; Baccheta, Gianni ; Bagnoli, Francesca ; Dimopoulos, Panayotis ; Hampe, Arndt ; Leriche, Agathe ; Médail, Frédéric ; Nikolic, Toni ; Ponger, Loïc ; Vendramin, Giovanni Giuseppe ; Fady, Bruno"	"Diversity and Distributions"	NA	NA	NA	"27"	"5"	"913–928"	NA	NA	NA	"10.1111/ddi.13241"	NA	"pubid: 3pYxbvHKFu8C"
"DAFNEE"	"CESAB"	"journalArticle"	"2021"	"Tectonics, climate and the diversification of the tropical African terrestrial flora and fauna"	"Couvreur, Thomas L. P. ; Dauby, Gilles ; Blach-Overgaard, Anne ; Deblauwe, Vincent ; Dessein, Steven ; Droissart, Vincent ; Hardy, Oliver J. ; Harris, David J. ; Janssens, Steven B. ; Ley, Alexandra C. ; Mackinder, Barbara A. ; Sonké, Bonaventure ; Sosef, Marc S. M. ; Stévart, Tariq ; Svenning, Jens-christian ; Wieringa, Jan J. ; Faye, Adama"	"Biological Reviews"	NA	NA	NA	"96"	"1"	"16–51"	NA	NA	NA	"10.1111/brv.12644"	NA	"pubid: HoDPlbNd1QC"
"DAFNEE"	"CESAB"	"journalArticle"	"2021"	"It more than adds up: interaction of antibiotic mixing and temperature"	"Danner, Marie-Claire ; Azams, Sharon Omonor ; Robertson, Anne ; Perkins, Daniel ; Behrends, Volker ; Reiss, Julia"	"Life"	NA	NA	NA	"11"	NA	"1435"	NA	NA	NA	"10.3390/life11121435"	NA	"pubid: tfDI-GPdlUQC"
"DAFNEE"	"CESAB"	"journalArticle"	"2021"	"The role of Indigenous peoples and local communities in effective and equitable conservation"	"Dawson, Neil M. ; Coolsaet, Brendan ; Sterling, Eleanor J. ; Loveridge, Robin ; Gross-Camp, Nicole D. ; Wongbusarakum, Supin ; Sangha, Kamaljit K. ; Scherl, Lea M. ; Phuong Phan, Hao ; Zafra-Calvo, Noelia ; Lavey, Warren G. ; Byakagaba, Patrick ; Idrobo, C. Julian ; Chenet, Aude ; Bennett, Nathan J. ; Mansourian, Stephanie ; Rosado-May, Francisco J."	"Ecology and Society"	NA	NA	"Debate about what proportion of the Earth to protect often overshadows the question of how nature should be conserved and by whom. We present a systematic review and narrative synthesis of 169 publications investigating how different forms of governance influence conservation outcomes, paying particular attention to the role played by Indigenous peoples and local communities. We find a stark contrast between the outcomes produced by externally controlled conservation, and those produced by locally controlled efforts. Crucially, most studies presenting positive outcomes for both well-being and conservation come from cases where Indigenous peoples and local communities play a central role, such as when they have substantial influence over decision making or when local institutions regulating tenure form a recognized part of governance. In contrast, when interventions are controlled by external organizations and involve strategies to change local practices and supersede customary institutions, they tend to result in relatively ineffective conservation at the same time as producing negative social outcomes. Our findings suggest that equitable conservation, which empowers and supports the environmental stewardship of Indigenous peoples and local communities represents the primary pathway to effective long-term conservation of biodiversity, particularly when upheld in wider law and policy. Whether for protected areas in biodiversity hotspots or restoration of highly modified ecosystems, whether involving highly traditional or diverse and dynamic local communities, conservation can become more effective through an increased focus on governance type and quality, and fostering solutions that reinforce the role, capacity, and rights of Indigenous peoples and local communities. We detail how to enact progressive governance transitions through recommendations for conservation policy, with immediate relevance for how to achieve the next decade's conservation targets under the UN Convention on Biological Diversity."	"26"	"3"	"19"	NA	NA	NA	"10.5751/ES-12625-260319"	NA	"pubid: AmrzkₖtLr0C"
"DAFNEE"	"CESAB"	"journalArticle"	"2021"	"Description of three new species of automeris hübner, 1819 from colombia and brazil (lepidoptera, saturniidae, hemileucinae)"	"Decaëns, Thibaud ; Bénéluz, Frédéric ; Ballesteros-Mejia, Liliana ; Bonilla, Diego ; Rougerie, Rodolphe"	"ZooKeys"	NA	NA	"The Saturniidae is one of the most emblematic families of moths, comprising nearly 3000 species distributed globally. In this study, DNA barcode analysis and comparative morphology were combined to describe three new species within the genus Automeris, which is the most diverse genus in the family. Automeris llan-eros Decaëns, Rougerie & Bonilla, sp. nov., Automeris mineros Decaëns, Rougerie & Bonilla, sp. nov., and Automeris belemensis Decaëns, Rougerie & Bénéluz, sp. nov. are described from the Colombian Orinoco watershed, the Colombian Eastern Cordillera, and the area of endemism of Belém in the Brazilian Ama-zonia, respectively. They all belong to the Automeris bilinea (Walker, 1855) species subgroup, which com-prises a number of species that are sometimes difficult to distinguish from each other using morphology alone. Here, the description of these three new species is based on significant differences from their closest relatives, either in terms of wing patterns, genitalia, DNA barcodes or a combination of these features."	"1031"	NA	"183–204"	NA	NA	NA	"10.3897/zookeys.1031.56035"	NA	"pubid: G7txJ4jiatkC"
"DAFNEE"	"CESAB"	"journalArticle"	"2021"	"The extent and variability of storm-induced temperature changes in lakes measured with long-term and high-frequency data"	"Doubek, Jonathan P. ; Anneville, Orlane ; Dur, Gaël ; Lewandowska, Aleksandra M. ; Patil, Vijay P. ; Rusak, James A. ; Salmaso, Nico ; Seltmann, Christian Torsten ; Straile, Dietmar ; Urrutia-Cordero, Pablo ; Venail, Patrick ; Adrian, Rita ; Alfonso, María B. ; DeGasperi, Curtis L. ; de Eyto, Elvira ; Feuchtmayr, Heidrun ; Gaiser, Evelyn E. ; Girdner, Scott F. ; Graham, Jennifer L. ; Grossart, Hans-Peter ; Hejzlar, Josef ; Jacquet, Stéphan ; Kirillin, Georgiy ; Llames, María E. ; Matsuzaki, Shin‐Ichiro S. ; Nodine, Emily R. ; Piccolo, Maria Cintia ; Pierson, Don C. ; Rimmer, Alon ; Rudstam, Lars G. ; Sadro, Steven ; Swain, Hilary M. ; Thackeray, Stephen J. ; Thiery, Wim ; Verburg, Piet ; Zohary, Tamar ; Stockwell, Jason D."	"Limnology and Oceanography"	NA	NA	"The intensity and frequency of storms are projected to increase in many regions of the world because of cli- mate change. Storms can alter environmental conditions in many ecosystems. In lakes and reservoirs, storms can reduce epilimnetic temperatures from wind-induced mixing with colder hypolimnetic waters, direct precipi- tation to the lake's surface, and watershed runoff. We analyzed 18 long-term and high-frequency lake datasets from 11 countries to assess the magnitude of wind- vs. rainstorm-induced changes in epilimnetic temperature. We found small day-to-day epilimnetic temperature decreases in response to strong wind and heavy rain during stratified conditions. Day-to-day epilimnetic temperature decreased, on average, by 0.28°C during the strongest observed ≥2 d after sustained strong wind or heavy rain (top 5th percentile of wind and rain events for each lake) rainstorms (storm mean daily rainfall: 21.3 +/- 9.0 mm). The largest decreases in epilimnetic temperature were windstorms (storm mean daily wind speed among lakes: 6.7 +/- 2.7 m s−1, 1 SD) and by 0.15°C after the heaviest in shallow and medium-depth lakes. The smallest decreases occurred in deep lakes. Epilimnetic temperature change from windstorms, but not rainstorms, was negatively correlated with maximum lake depth. However, even the largest storm-induced mean epilimnetic temperature decreases were typically ¡2°C. Day-to-day temper- ature change, in the absence of storms, often exceeded storm-induced temperature changes. Because storm-induced temperature changes to lake surface waters were minimal, changes in other limnological variables (e.g., nutrient concentrations or light) from storms may have larger impacts on biological communities than temperature changes."	"66"	NA	"1979–1992"	NA	NA	NA	"10.1002/lno.11739"	NA	"pubid: vkz5F8TaVKkC"
"DAFNEE"	"CESAB"	"journalArticle"	"2021"	"Do ecological specialization and functional traits explain the abundance-frequency relationship? Arable weeds as a case study"	"Fried, Guillaume ; Armengot, Laura ; Storkey, Jonathan ; Bourgeois, Bérenger ; Gaba, Sabrina ; Violle, Cyrille ; Munoz, François"	"Journal of Biogeography"	NA	NA	NA	"48"	"1"	"37–50"	NA	NA	NA	"10.1111/jbi.13980"	NA	"pubid: RdUpO4xyVKMC"
"DAFNEE"	"CESAB"	"journalArticle"	"2021"	"Phylogeny, body morphology, and trophic level shape intestinal traits in coral reef fishes"	"Ghilardi, Mattia ; Schiettekatte, N.ina M. D. ; Casey, Jordan M. ; Brandl, Simon J. ; Degregory, Samuel ; Mercière, Alexandre ; Morat, Fabien ; Letourneur, Yves ; Bejarano, Sonia ; Parravicini, Valeriano"	"Ecology and Evolution"	NA	NA	NA	"11"	"19"	"13218–13231"	NA	NA	NA	"10.1002/ece3.8045"	NA	"pubid: RgMnzfD6kpIC"
